Order ID,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-101909,Standard Class,Corporate,India,Chennai,Karnataka,East,Office Supplies,Binders,51055.84,9,,10002.51
ORD-101910,,Home Office,India,Chennai,Tamil Nadu,Central,Furniture,Storage,NA,6,0,
ORD-101911,First Class,Home Office,India,Kolkata,Maharashtra,North,Technology,Storage,8582.76,5,0.2,-498.93
ORD-101912,Same Day,Corporate,India,Hyderabad,West Bengal,North,Technology,Storage,50597.88,10,,3202.4
ORD-101913,Same Day,Consumer,India,Mumbai,West Bengal,South,Technology,Storage,18536.55,2,0.1,960.47
ORD-101914,,Consumer,India,Bangalore,,East,Technology,Chairs,9721.52,4,0.2,-1378.16
ORD-101915,Standard Class,Consumer,India,Bangalore,West Bengal,West,Technology,Chairs,40685.38,1,0,1620.87
ORD-101916,First Class,Consumer,India,Delhi,Karnataka,,Furniture,Accessories,24447.23,7,0.1,1974.64
ORD-101917,First Class,,India,Delhi,West Bengal,South,Office Supplies,Accessories,35484.83,10,,4167.72
ORD-101918,Second Class,Home Office,India,Hyderabad,Karnataka,East,Furniture,Tables,15913.14,5,0,2801.78
ORD-101919,,Consumer,India,Chennai,Maharashtra,Central,Furniture,Accessories,38463.06,11,0.05,7271.15
ORD-101920,Second Class,Consumer,India,Bangalore,West Bengal,Central,Office Supplies,Tables,8202.69,8,0.2,-1349.09
ORD-101921,First Class,Home Office,India,Mumbai,Tamil Nadu,East,Furniture,Tables,29999.98,8,0.2,-1352.43
ORD-101922,Same Day,Home Office,India,Chennai,Maharashtra,North,Office Supplies,Phones,12238.98,7,0.3,-3192.67
ORD-101923,Standard Class,Home Office,India,Delhi,West Bengal,East,Technology,,46329.82,6,0.3,-6290.46
ORD-101924,Second Class,Home Office,India,Kolkata,Maharashtra,West,Furniture,,12364.52,8,0,2556.73
ORD-101925,Standard Class,Home Office,India,Delhi,Maharashtra,South,Furniture,Accessories,45306.23,6,0.2,2123.97
ORD-101926,Same Day,Corporate,India,Hyderabad,Karnataka,North,Technology,Tables,15629.13,6,0.05,2509.41
ORD-101927,First Class,Home Office,India,Kolkata,Telangana,North,Office Supplies,Chairs,4867.26,11,0.2,-405.96
ORD-101928,,Consumer,India,Delhi,Delhi,Central,Office Supplies,Storage,23590.9,1,0.3,-2261.8
ORD-101929,Standard Class,Corporate,India,Mumbai,West Bengal,West,,Tables,28128.8,,0.05,4117.92
ORD-101930,First Class,Consumer,India,Kolkata,West Bengal,Central,Technology,Chairs,25271.43,6,0.05,1943.54
ORD-101931,Second Class,,India,Bangalore,Delhi,East,Furniture,Accessories,30085.74,2,,1129.81
ORD-101932,,Home Office,India,Mumbai,West Bengal,West,Office Supplies,,40209.89,10,0,1819.88
ORD-101933,Same Day,Corporate,India,Delhi,Tamil Nadu,,,Chairs,25017.6,9,0.2,-851.93
ORD-101934,Second Class,Corporate,India,,Delhi,East,Technology,Binders,55238.36,7,0.05,1566.92
ORD-101935,Second Class,Home Office,India,Mumbai,Karnataka,West,Furniture,Chairs,38742.96,10,,2743.36
ORD-101936,Second Class,Corporate,India,,West Bengal,North,Technology,Binders,36873.59,5,0.2,1696.56
ORD-101937,Same Day,Home Office,India,Bangalore,West Bengal,East,,Accessories,39229.96,8,0.05,4941.39
ORD-101938,Same Day,Home Office,India,Delhi,Karnataka,Central,Office Supplies,Chairs,3957.88,10,0.2,-414.93
ORD-101939,First Class,Corporate,India,Delhi,Karnataka,East,Furniture,Chairs,1543.31,9,,295.08
ORD-101940,First Class,Consumer,India,Hyderabad,Delhi,North,Office Supplies,Tables,8368.38,4,,366.63
ORD-101941,Second Class,Corporate,India,Hyderabad,Maharashtra,North,Office Supplies,Chairs,21132.33,10,0.2,-1508.64
ORD-101942,Second Class,Corporate,India,Kolkata,Delhi,,Office Supplies,Accessories,54566.12,9,0.1,4996.43
ORD-101943,Second Class,Corporate,India,Kolkata,Delhi,Central,Technology,Tables,47329.95,7,0.2,-3963.17
ORD-101944,Standard Class,Consumer,India,Bangalore,West Bengal,,Technology,Phones,50719.45,8,0.2,-239.17
ORD-101945,Same Day,Home Office,India,Bangalore,Tamil Nadu,Central,Technology,Tables,21937.9,5,0.1,335.54
ORD-101946,Standard Class,Corporate,India,Mumbai,Karnataka,South,Office Supplies,Tables,39423.71,5,,6655.63
ORD-101947,Same Day,Consumer,India,Kolkata,West Bengal,West,Technology,Binders,46002.6,9,,7122.31
ORD-101948,Second Class,,India,Bangalore,Karnataka,North,Technology,Binders,34523.1,8,,4577.09
ORD-101949,Second Class,Home Office,India,Bangalore,Maharashtra,North,Furniture,Phones,52287.83,5,0.3,-7506.07
ORD-101950,Second Class,Corporate,India,Bangalore,Karnataka,West,Technology,Storage,56909.39,3,,7417.61
ORD-101951,Standard Class,Home Office,India,Chennai,West Bengal,North,Office Supplies,Phones,48445.99,7,,1964.94
ORD-101952,Same Day,Home Office,India,Hyderabad,Maharashtra,West,,Binders,9258.1,4,0.3,-1207.6
ORD-101953,Second Class,Home Office,India,Hyderabad,Maharashtra,Central,Office Supplies,Storage,17657.91,1,0.05,2364.75
ORD-101954,Standard Class,Home Office,India,Mumbai,Karnataka,East,Technology,Binders,51298.02,4,,3086.77
ORD-101955,Second Class,Corporate,India,Kolkata,,East,Technology,Phones,24940.78,7,0.3,-6602.09
ORD-101956,First Class,Consumer,India,Kolkata,,East,Technology,Storage,1650.25,6,0,137.15
ORD-101957,Standard Class,Corporate,India,Mumbai,West Bengal,East,Technology,Phones,40649.68,8,0,2029.4
ORD-101958,Standard Class,Corporate,India,Delhi,Karnataka,Central,Office Supplies,Phones,21215.06,9,0.05,355.11
ORD-101959,First Class,Corporate,India,Mumbai,Tamil Nadu,South,Technology,Tables,45235.08,9,0.3,-5585.85
ORD-101960,Same Day,Home Office,India,Bangalore,Tamil Nadu,Central,Technology,,53258.65,11,,8289.43
ORD-101961,Second Class,Home Office,India,,Maharashtra,West,Furniture,Chairs,4322.29,11,0.2,25.37
ORD-101962,,Corporate,India,Mumbai,Karnataka,North,Office Supplies,Storage,46525.12,4,0.1,3117.69
ORD-101963,First Class,Home Office,India,Delhi,West Bengal,North,Furniture,Storage,49939.03,5,0.1,6487.29
ORD-101964,First Class,Consumer,India,Delhi,Karnataka,,Technology,,20351.45,7,0.05,2456.65
ORD-101965,Second Class,Corporate,India,Kolkata,Tamil Nadu,East,Office Supplies,Chairs,22072.89,9,,2175.07
ORD-101966,First Class,,India,Chennai,Delhi,East,Furniture,Phones,23710.81,4,0.2,-1712.85
ORD-101967,Second Class,Corporate,India,Chennai,Karnataka,Central,Office Supplies,,32712.03,2,0,3797.93
ORD-101968,Same Day,Consumer,India,Chennai,Delhi,South,Furniture,Tables,42059.28,7,0.3,-5220.19
ORD-101969,First Class,Consumer,India,Hyderabad,Karnataka,Central,Furniture,Binders,13268.99,9,,1597.98
ORD-101970,First Class,Home Office,India,Bangalore,West Bengal,Central,,Phones,58016.56,11,0.05,9912.79
ORD-101971,Standard Class,Consumer,India,Delhi,Maharashtra,North,,Chairs,58070.4,11,0,8708.86
ORD-101972,Same Day,Home Office,India,Mumbai,Karnataka,South,Office Supplies,Accessories,17238.08,4,0,1549.68
ORD-101973,Same Day,Home Office,India,Chennai,West Bengal,South,Office Supplies,Chairs,30096.39,1,0.1,-826.89
ORD-101974,Second Class,Home Office,India,Hyderabad,Karnataka,East,Office Supplies,Chairs,44298.43,1,0.1,-1731.95
ORD-101975,First Class,Consumer,India,,,East,Furniture,Storage,27922.87,10,0.3,-5815.61
ORD-101976,Second Class,Corporate,India,Mumbai,Karnataka,East,Furniture,Phones,25221.11,1,0.2,-200.19
ORD-101977,First Class,Corporate,India,Mumbai,Telangana,West,Office Supplies,Storage,13550.66,1,0,3068.86
ORD-101978,Standard Class,Home Office,India,Kolkata,Tamil Nadu,South,Office Supplies,,6706.93,5,0.2,-1067.38
ORD-101979,First Class,Corporate,India,Bangalore,West Bengal,West,Furniture,Accessories,3362.39,6,0.05,300.25
ORD-101980,First Class,Corporate,India,Bangalore,Tamil Nadu,Central,Technology,Storage,42929.1,5,,9808.61
ORD-101981,Same Day,Home Office,India,Mumbai,Delhi,South,Technology,,7909.84,4,0,517.74
ORD-101982,Second Class,Home Office,India,Mumbai,Delhi,South,Technology,Binders,8683.74,10,0.2,-187.71
ORD-101983,First Class,Corporate,India,Kolkata,Maharashtra,South,Technology,Phones,1200.39,6,0.2,-150.34
ORD-101984,First Class,Corporate,India,Chennai,Maharashtra,South,Office Supplies,Accessories,46457.8,4,0.1,4923.95
ORD-101985,Same Day,Consumer,India,Kolkata,Karnataka,North,,Storage,26863.73,5,0.3,-7120.08
ORD-101986,Same Day,Corporate,India,Kolkata,Karnataka,Central,Furniture,Accessories,40486.51,7,0.3,-5293.94
ORD-101987,First Class,Corporate,India,Bangalore,Telangana,West,Office Supplies,Binders,58326.88,3,0.1,-983.5
ORD-101988,First Class,Consumer,India,Hyderabad,Karnataka,West,Furniture,Tables,26026.39,7,0.2,-3064.21
ORD-101989,First Class,Consumer,India,Chennai,Tamil Nadu,North,Office Supplies,Accessories,35547.95,11,0.3,-4164.8
ORD-101990,First Class,Corporate,India,Bangalore,Tamil Nadu,East,Furniture,Tables,51633.67,5,0.2,-2591.47
ORD-101991,Second Class,Consumer,India,Mumbai,Maharashtra,South,Office Supplies,Binders,30917.85,2,,2618.78
ORD-101992,First Class,Consumer,India,Delhi,Karnataka,Central,Furniture,Binders,57265.76,6,0.2,-5502.25
ORD-101993,Standard Class,Corporate,India,Delhi,Delhi,Central,Furniture,Tables,29008.68,5,0.1,886.81
ORD-101994,Second Class,Home Office,India,Bangalore,Maharashtra,Central,Technology,Binders,NA,7,0.05,
ORD-101995,Second Class,Home Office,India,,Telangana,South,Furniture,Phones,692.89,11,0,45.74
ORD-101996,Second Class,Home Office,India,Hyderabad,Tamil Nadu,East,Furniture,Binders,40099.5,5,0.05,-694.26
ORD-101997,First Class,Home Office,India,Bangalore,Maharashtra,Central,Furniture,Storage,58115.93,,0.3,-5351.99
ORD-101998,,Corporate,India,Mumbai,Telangana,North,Office Supplies,Phones,4570.04,3,0.1,612.95
ORD-101999,Standard Class,Corporate,India,Hyderabad,Tamil Nadu,Central,Furniture,Accessories,50402.96,3,0,12236.78
ORD-102000,Standard Class,Consumer,India,Bangalore,Tamil Nadu,North,Furniture,Tables,NA,5,0.2,
ORD-102001,Same Day,Corporate,India,Bangalore,Telangana,South,Office Supplies,Chairs,28084.71,8,0.3,-6979.84
ORD-102002,Second Class,Home Office,India,Bangalore,West Bengal,North,Technology,Phones,58809.26,8,,11514.26
ORD-102003,First Class,Home Office,India,Chennai,Telangana,North,Technology,Chairs,43176.22,11,,7810.54
ORD-102004,Same Day,Home Office,India,Delhi,Karnataka,North,Office Supplies,Accessories,22628.95,10,0.2,-3590.58
ORD-102005,First Class,Consumer,India,Chennai,Delhi,East,Office Supplies,Binders,50649.58,2,0,5512.13
ORD-102006,First Class,,India,Mumbai,West Bengal,North,Office Supplies,Accessories,30697.89,,0,7565.76
ORD-102007,First Class,Corporate,India,Hyderabad,Maharashtra,North,Office Supplies,Tables,57723.86,11,0.1,141.19
ORD-102008,Second Class,Corporate,India,,Delhi,North,Furniture,Binders,20233.62,4,,3959.62
ORD-102009,Second Class,Corporate,India,Hyderabad,Tamil Nadu,West,Technology,Binders,46862.81,6,0.3,-8823.63
ORD-102010,First Class,Home Office,India,Kolkata,Tamil Nadu,West,Office Supplies,Phones,37591.16,9,0.3,-2779.42
ORD-102011,First Class,Consumer,India,Mumbai,Tamil Nadu,West,Office Supplies,Tables,28842.02,7,0.1,877.84
ORD-102012,Second Class,Corporate,India,Mumbai,Maharashtra,West,Office Supplies,Accessories,32491.81,2,0.1,2426.9
ORD-102013,First Class,Home Office,India,Delhi,Tamil Nadu,South,Furniture,,56414.14,6,0.2,-3982.51
ORD-102014,Same Day,Consumer,India,Mumbai,Delhi,North,Technology,Accessories,9826.39,3,0.2,-234.51
ORD-102015,Same Day,Consumer,India,Chennai,Delhi,South,Technology,Binders,58241.97,1,0.1,-776.23
ORD-102016,First Class,Home Office,India,,Tamil Nadu,West,Technology,Accessories,48356.6,9,0,5461.62
ORD-102017,Same Day,Consumer,India,Chennai,Tamil Nadu,East,Office Supplies,Chairs,21631.17,6,0.1,3041.74
ORD-102018,Same Day,Consumer,India,Bangalore,West Bengal,North,Technology,Binders,39427.02,11,0.2,-3780.46
ORD-102019,First Class,Home Office,India,Bangalore,Tamil Nadu,Central,Technology,Chairs,49383.75,9,0.3,-4471.04
ORD-102020,Second Class,Home Office,India,Kolkata,West Bengal,North,Office Supplies,Phones,38264.86,3,0.1,62.03
ORD-102021,,Corporate,India,Chennai,Delhi,North,,Accessories,2849.02,7,0.1,238.9
ORD-102022,Standard Class,Home Office,India,Bangalore,West Bengal,,Furniture,Binders,49997.13,9,,3779.08
ORD-102023,Standard Class,Corporate,India,,Karnataka,West,Technology,Storage,22959.76,1,,1705.21
,First Class,Consumer,India,Bangalore,Karnataka,South,Office Supplies,Binders,34823.56,7,0.2,-3764.61
ORD-102025,Standard Class,Corporate,India,Kolkata,Karnataka,East,Office Supplies,Storage,47451.06,5,0,8061.85
ORD-102026,Second Class,Home Office,India,Chennai,West Bengal,South,Office Supplies,Phones,48827.03,7,0.05,1833.79
ORD-102027,Standard Class,Corporate,India,Delhi,Tamil Nadu,South,Technology,Phones,14822.51,10,0.1,1794.42
ORD-102028,Standard Class,Home Office,India,Delhi,,North,Office Supplies,Phones,32894.16,5,0.1,4058.4
ORD-102029,Standard Class,Home Office,India,Kolkata,Delhi,West,Technology,Chairs,30356.47,10,0.3,-3002.41
ORD-102030,Standard Class,Consumer,India,Chennai,Tamil Nadu,North,Office Supplies,,42428.93,6,,7701.53
ORD-102031,Same Day,Consumer,India,Bangalore,Tamil Nadu,East,Technology,Storage,31957.34,4,0.1,16.25
ORD-102032,Standard Class,Home Office,India,,West Bengal,,Furniture,Binders,11757.65,8,0.1,-744.32
ORD-102033,First Class,Corporate,India,Chennai,West Bengal,Central,Technology,Phones,18297.42,9,0.05,425.63
ORD-102034,Second Class,Home Office,India,Hyderabad,Karnataka,South,Office Supplies,Phones,11640.51,1,0.2,62.41
ORD-102035,Standard Class,Home Office,India,Hyderabad,,Central,Furniture,Tables,34285.81,3,0.2,-1630.84
ORD-102036,Standard Class,Corporate,India,Bangalore,Karnataka,East,Technology,Chairs,40798.03,6,0.3,-8092
ORD-102037,Standard Class,Home Office,India,Hyderabad,Maharashtra,,Furniture,Accessories,30464.9,3,0.1,-1492.64
ORD-102038,Second Class,Corporate,India,Delhi,,Central,Office Supplies,Storage,10538.01,7,0.2,465.15
ORD-102039,First Class,Consumer,India,Hyderabad,West Bengal,North,Technology,Binders,51883.53,9,0.1,-2405.49
ORD-102040,Same Day,Corporate,India,,Delhi,West,Furniture,Tables,45762.89,10,0.3,-8583.7
ORD-102041,First Class,Consumer,India,Hyderabad,Tamil Nadu,East,Furniture,Chairs,3823.98,8,0.2,-610.18
ORD-102042,Second Class,Corporate,India,Chennai,Tamil Nadu,North,Furniture,Chairs,28711.35,7,0.2,-2084.15
ORD-102043,Standard Class,Consumer,India,Kolkata,,West,Furniture,Chairs,13977.18,9,0.05,1786.46
ORD-102044,Standard Class,Consumer,India,Mumbai,Karnataka,Central,Furniture,Binders,NA,4,0.3,
ORD-102045,Second Class,Home Office,India,Delhi,Maharashtra,East,Office Supplies,Binders,16437.11,11,0.3,-1173.86
ORD-102046,Same Day,,India,Mumbai,Delhi,Central,Furniture,Accessories,55649,11,0.2,-6626.75
ORD-102047,Standard Class,Home Office,India,Delhi,West Bengal,South,Furniture,,56399.13,4,0.3,-12947.66
ORD-102048,Second Class,Consumer,India,Bangalore,Karnataka,Central,Furniture,Phones,49994.43,6,0.05,2355.92
ORD-102049,First Class,Consumer,India,Delhi,Karnataka,Central,Technology,Storage,44541.44,11,0.3,-2557.88
ORD-102050,Second Class,Home Office,India,Bangalore,Karnataka,North,,Tables,4806.32,7,0.3,-997.47
ORD-102051,First Class,Consumer,India,Bangalore,Telangana,East,Furniture,Storage,4634.02,5,0.1,-254.73
ORD-102052,Second Class,Home Office,India,Bangalore,West Bengal,South,Office Supplies,Binders,NA,1,0.05,
ORD-102053,Same Day,Corporate,India,Mumbai,Delhi,West,Furniture,Binders,37386.51,11,0,8271.92
ORD-102054,,Consumer,India,Mumbai,Karnataka,South,Technology,Binders,9945.12,9,,1945.4
ORD-102055,Second Class,Home Office,India,Hyderabad,Karnataka,South,Office Supplies,Chairs,40442.95,1,0.1,2664.34
ORD-102056,Standard Class,Home Office,India,Bangalore,Delhi,South,Office Supplies,Phones,52075.97,4,0,9611.17
ORD-102057,First Class,Corporate,India,Chennai,Delhi,South,Office Supplies,Binders,11037.03,9,0.1,-224.74
ORD-102058,First Class,Consumer,India,Chennai,Karnataka,West,Office Supplies,Phones,15559.64,7,0.2,220.87
ORD-102059,Standard Class,,India,Delhi,Delhi,North,Technology,Accessories,48368.63,2,0.2,-5186.05
ORD-102060,Second Class,Corporate,India,Hyderabad,Delhi,West,Furniture,Chairs,501.19,9,0,42.39
ORD-102061,First Class,Home Office,India,Chennai,,West,Office Supplies,Phones,29702.12,1,0.05,1782.65
ORD-102062,Standard Class,Consumer,India,Kolkata,West Bengal,East,Furniture,Tables,40771.04,7,0,9929.04
ORD-102063,Standard Class,Home Office,India,Hyderabad,Telangana,North,Technology,Storage,54966.32,5,0,6380.08
ORD-102064,Second Class,Corporate,India,Chennai,Karnataka,North,Furniture,Phones,57577.19,,0.2,-9442.36
ORD-102065,First Class,Home Office,India,Hyderabad,Telangana,North,Furniture,,26855.37,3,0.2,336.53
ORD-102066,First Class,Corporate,India,Delhi,West Bengal,North,Furniture,Storage,32994.16,1,0.05,3175.36
ORD-102067,Same Day,Corporate,India,Kolkata,Delhi,South,,Chairs,46557.59,7,0.05,2628.03
ORD-102068,First Class,Home Office,India,Kolkata,Tamil Nadu,North,,Accessories,8859.52,5,,1525.85
ORD-102069,Same Day,Corporate,India,Kolkata,West Bengal,East,Office Supplies,Accessories,51260.51,11,0.05,6637.63
ORD-102070,Second Class,Home Office,India,Kolkata,Karnataka,South,Furniture,Binders,32716.21,6,0.3,-1987.52
ORD-102071,Standard Class,Home Office,India,Mumbai,Telangana,West,Technology,Chairs,30717.3,2,0,4287.08
ORD-102072,Standard Class,Corporate,India,Chennai,Tamil Nadu,Central,Technology,Storage,39676.01,6,0.1,1065.48
ORD-102073,Second Class,,India,Hyderabad,Telangana,East,Office Supplies,Binders,13369.06,2,0.2,-1012.15
ORD-102074,First Class,Corporate,India,Bangalore,Maharashtra,,Technology,Chairs,57853.56,9,0.3,-3142.61
ORD-102075,First Class,Corporate,India,Chennai,Maharashtra,South,Furniture,Chairs,16472.2,9,0,1875.49
ORD-102076,Same Day,,India,Kolkata,Karnataka,East,Technology,Phones,1417.96,9,0.2,-109.96
ORD-102077,Same Day,Corporate,India,Chennai,Tamil Nadu,Central,Furniture,Chairs,46834.21,11,0.1,885.3
ORD-102078,First Class,Home Office,India,Hyderabad,Delhi,West,Office Supplies,Binders,43419.56,6,,10579.7
ORD-102079,Standard Class,Corporate,India,Chennai,Karnataka,South,Furniture,Phones,22334.82,10,,3140.78
ORD-102080,First Class,Consumer,India,Bangalore,West Bengal,Central,Technology,Storage,20155.57,2,0.1,1671.47
ORD-102081,Standard Class,Consumer,India,Hyderabad,Tamil Nadu,South,Office Supplies,Phones,44151.39,11,0.05,579.5
ORD-102082,Standard Class,Consumer,India,Hyderabad,Karnataka,South,Technology,Phones,27840.59,8,0.3,-1988.65
ORD-102083,Standard Class,Consumer,India,Kolkata,Delhi,South,Technology,Tables,47764.26,9,0,11284.49
ORD-102084,Standard Class,Consumer,India,Kolkata,West Bengal,North,Furniture,Accessories,13555.87,8,,660.85
ORD-102085,Standard Class,Home Office,India,Bangalore,,South,Furniture,Accessories,33617.24,5,0.3,-6052.86
ORD-102086,Second Class,Home Office,India,Chennai,Maharashtra,East,Office Supplies,Binders,51126.19,11,0.05,9204.63
ORD-102087,Standard Class,Consumer,India,Mumbai,West Bengal,South,Furniture,Tables,5602.16,10,0.1,115.93
ORD-102088,Same Day,Corporate,India,Bangalore,Maharashtra,Central,Office Supplies,Accessories,39776.57,8,0.05,5160.19
ORD-102089,First Class,Corporate,India,Bangalore,,South,Office Supplies,Tables,46291.3,7,0.3,-3219.82
ORD-102090,Second Class,Home Office,India,Chennai,West Bengal,Central,Technology,Storage,56045.93,5,,12284.63
ORD-102091,Standard Class,Consumer,India,Delhi,Telangana,South,Furniture,Tables,1552.55,9,0.2,-62.42
ORD-102092,Second Class,,India,Bangalore,,North,Technology,Accessories,24277.02,7,0.05,3777.08
ORD-102093,Standard Class,Corporate,India,Bangalore,Telangana,East,Technology,Binders,20536.37,1,0.1,1762.09
ORD-102094,Second Class,Corporate,India,Bangalore,Delhi,South,Office Supplies,Tables,7586.1,7,0.2,-575.5
ORD-102095,First Class,Consumer,India,Hyderabad,Telangana,West,Furniture,Phones,50469.14,11,0,6250.5
ORD-102096,Standard Class,Corporate,India,Bangalore,Tamil Nadu,West,Technology,Binders,15027.15,,0,1999.22
ORD-102097,Standard Class,Corporate,India,Bangalore,Telangana,Central,Furniture,Accessories,9495.25,2,0,2110.38
ORD-102098,Standard Class,Consumer,India,Kolkata,Tamil Nadu,South,Office Supplies,Storage,40404.15,7,0,7271.09
ORD-102099,Second Class,Consumer,India,Mumbai,Maharashtra,West,Technology,Accessories,5413.41,5,0,941.07
ORD-102100,Standard Class,Home Office,India,Mumbai,West Bengal,West,Technology,Chairs,12220.71,7,0.05,2159.43
ORD-102101,Second Class,Home Office,India,Delhi,Tamil Nadu,West,Office Supplies,Storage,34740.23,2,0.1,591.19
ORD-102102,,Corporate,India,Chennai,Maharashtra,South,Office Supplies,Tables,56990.06,6,0.05,4385.57
ORD-102103,First Class,Consumer,India,,,Central,Office Supplies,Chairs,46366.61,10,0,5046.13
ORD-102104,Standard Class,Consumer,India,Hyderabad,Karnataka,West,Furniture,Chairs,53633.36,2,0.1,2577.98
ORD-102105,Same Day,Home Office,India,Mumbai,Tamil Nadu,,Technology,Storage,13263.85,10,0.3,-2634.87
ORD-102106,Same Day,,India,Kolkata,Maharashtra,North,Office Supplies,Storage,21206.61,9,0.1,55.21
ORD-102107,Second Class,Corporate,India,Bangalore,Karnataka,,,,42950.93,10,0.05,7694.79
ORD-102108,Same Day,Consumer,India,Kolkata,Karnataka,Central,,Tables,48586.12,4,0.2,1145
ORD-102109,Same Day,Corporate,India,Kolkata,Maharashtra,West,Furniture,Phones,NA,4,0.05,
ORD-102110,First Class,Consumer,India,Delhi,West Bengal,North,Technology,Phones,50701.8,11,,4682.81
ORD-102111,Same Day,Consumer,India,,West Bengal,South,Technology,Accessories,31498.53,8,0.1,725.64
ORD-102112,Second Class,Home Office,India,Chennai,Karnataka,South,Furniture,Accessories,7664.96,7,0.3,-1839.6
ORD-102113,Same Day,Consumer,India,Hyderabad,Delhi,Central,Office Supplies,Chairs,15331.73,,0.3,-4096.78
ORD-102114,Second Class,Home Office,India,Chennai,Delhi,South,Technology,Storage,58366.52,8,0.1,-2721.33
ORD-102115,First Class,Consumer,India,Kolkata,West Bengal,Central,Furniture,Binders,23973.44,10,0,5869.03
ORD-102116,Standard Class,Consumer,India,Delhi,Maharashtra,North,Furniture,Binders,33176.04,,0.3,-3221.7
ORD-102117,Same Day,Corporate,India,Mumbai,Delhi,West,Furniture,Accessories,9987.93,7,0.2,-184.23
ORD-102118,Same Day,Home Office,India,Mumbai,Delhi,North,Technology,Binders,11233.47,6,0.1,1271.28
ORD-102119,Same Day,Home Office,India,Hyderabad,West Bengal,East,Office Supplies,Chairs,28646.89,11,0,2067.04
ORD-102120,,Corporate,India,Bangalore,West Bengal,South,Office Supplies,,35436.2,11,0.3,-7051.92
ORD-102121,Standard Class,Corporate,India,Chennai,Tamil Nadu,Central,Technology,Binders,44953.27,1,0,6542.31
ORD-102122,First Class,Consumer,India,Mumbai,West Bengal,West,Technology,Chairs,11556.23,8,,388.3
ORD-102123,Second Class,Home Office,India,Kolkata,Karnataka,West,Office Supplies,Binders,58846.44,3,,7993.74
ORD-102124,Same Day,Corporate,India,Delhi,West Bengal,South,Technology,Storage,17553.41,10,0.2,191.6
ORD-102125,Standard Class,Consumer,India,Hyderabad,Telangana,Central,Office Supplies,Accessories,30609.6,1,0.1,-1569.67
ORD-102126,Standard Class,Consumer,India,,Delhi,West,Office Supplies,Tables,20678.66,7,0.3,-2644.6
ORD-102127,Second Class,Home Office,India,,West Bengal,North,Office Supplies,Chairs,54562.05,3,0,11793.87
ORD-102128,Standard Class,Corporate,India,Chennai,Maharashtra,South,Furniture,,26476.82,7,0,3557.65
ORD-102129,Same Day,Corporate,India,Chennai,Telangana,East,Technology,Binders,47382.33,9,0.2,-8042.25
ORD-102130,Standard Class,Corporate,India,Hyderabad,,North,Office Supplies,Storage,53857.23,4,0,7264.8
ORD-102131,Standard Class,Home Office,India,Delhi,Telangana,Central,Office Supplies,Binders,31476.4,3,0.3,-4994.58
ORD-102132,Standard Class,Corporate,India,Bangalore,Tamil Nadu,West,Technology,Chairs,47960.11,10,0.3,-11838.18
ORD-102133,Second Class,Home Office,India,Mumbai,Karnataka,East,Technology,,30804.85,,,1792.95
ORD-102134,Standard Class,Corporate,India,Kolkata,West Bengal,South,Office Supplies,Storage,10490.88,3,0.3,-1910.09
ORD-102135,First Class,Corporate,India,Hyderabad,Telangana,South,Office Supplies,Phones,51059.44,1,0.3,-3618.54
ORD-102136,Standard Class,Corporate,India,Bangalore,Delhi,West,Office Supplies,Binders,33194.98,1,0.3,-5513.31
ORD-102137,Same Day,Consumer,India,,West Bengal,East,Technology,Phones,26964.88,5,0.2,567.3
ORD-102138,Second Class,Corporate,India,Hyderabad,Tamil Nadu,Central,Office Supplies,Chairs,51406.2,4,,12130.84
ORD-102139,Same Day,Corporate,India,Chennai,Tamil Nadu,Central,Furniture,Tables,9169.43,4,0.2,-1138.41
ORD-102140,Second Class,Consumer,India,Kolkata,West Bengal,Central,Office Supplies,Storage,29544.19,10,0.05,3748.45
ORD-102141,Standard Class,Consumer,India,Mumbai,Delhi,North,Technology,Phones,22732.97,6,0.3,-1572.48
ORD-102142,Second Class,Consumer,India,Mumbai,Telangana,Central,,Tables,57062.8,1,0.1,8282.09
ORD-102143,Standard Class,Corporate,India,Hyderabad,Tamil Nadu,South,Office Supplies,Phones,20680.39,4,,1804.72
ORD-102144,Same Day,Corporate,India,Chennai,Tamil Nadu,South,Office Supplies,Accessories,NA,5,,
ORD-102145,First Class,Home Office,India,Bangalore,Maharashtra,East,Office Supplies,Chairs,13549.62,1,0.2,-1635.26
ORD-102146,Second Class,Consumer,India,Kolkata,Tamil Nadu,North,Office Supplies,Tables,44087.39,10,0.1,-813.51
ORD-102147,Second Class,Consumer,India,Mumbai,West Bengal,Central,Office Supplies,Binders,59903.12,9,0.2,-3622.15
ORD-102148,Standard Class,Corporate,India,Bangalore,Tamil Nadu,South,Furniture,Tables,49151.18,2,0.3,-2537.09
ORD-102149,Second Class,Consumer,India,Bangalore,Telangana,North,Office Supplies,Tables,18898.19,9,0.3,-2344.16
ORD-102150,,Home Office,India,Chennai,Maharashtra,West,Office Supplies,Phones,7823.71,2,,951.15
ORD-102151,Standard Class,Corporate,India,Delhi,Delhi,,Furniture,Binders,43897.75,2,0.2,104.9
ORD-102152,Standard Class,Home Office,India,Bangalore,Karnataka,South,Technology,Accessories,49418.23,10,0.05,5032.25
ORD-102153,Standard Class,Corporate,India,Mumbai,West Bengal,East,Furniture,Binders,54893.2,3,None,12833.59
